Mach,CD Power-On
13.96,0.092250261
13.97,0.092241224
13.98,0.092232211
13.99,0.092223201
14,0.092214222
14.01,0.092205245
14.02,0.092196291
14.03,0.092187351
14.04,0.092178421
14.05,0.092169505
14.06,0.09216061
14.07,0.092151729
14.08,0.092142859
14.09,0.092134001
14.1,0.092125165
14.11,0.092116332
14.12,0.092107522
14.13,0.092098731
14.14,0.092089945
14.15,0.09208118
14.16,0.092072427
14.17,0.092063685
14.18,0.092054956
14.19,0.092046249
14.2,0.092037544
14.21,0.092028859
14.22,0.092020188
14.23,0.092011539
14.24,0.092002891
14.25,0.091994265
14.26,0.09198565
14.27,0.091977056
14.28,0.091968466
14.29,0.091959897
14.3,0.091951338
14.31,0.091942791
14.32,0.091934258
14.33,0.091925744
14.34,0.091917243
14.35,0.091908742
14.36,0.091900273
14.37,0.091891806
14.38,0.09188336
14.39,0.091874915
14.4,0.091866492
14.41,0.091858081
14.42,0.09184969
14.43,0.0918413
14.44,0.091832933
14.45,0.091824576
14.46,0.091816231
14.47,0.091807896
14.48,0.091799583
14.49,0.091791281
14.5,0.09178299
14.51,0.09177471
14.52,0.091766451
14.53,0.091758184
14.54,0.091749957
14.55,0.091741722
14.56,0.091733515
14.57,0.091725313
14.58,0.09171713
14.59,0.091708957
14.6,0.091700786
14.61,0.091692645
14.62,0.091684496
14.63,0.091676377
14.64,0.091668269
14.65,0.091660172
14.66,0.091652075
14.67,0.091644009
14.68,0.091635944
14.69,0.091627899
14.7,0.091619855
14.71,0.091611832
14.72,0.091603818
14.73,0.091595827
14.74,0.091587835
14.75,0.091579864
14.76,0.091571893
14.77,0.091563942
14.78,0.091556013
14.79,0.091548083
14.8,0.091540174
14.81,0.091532265
14.82,0.091524387
14.83,0.091516499
14.84,0.091508641
14.85,0.091500783
14.86,0.091492946
14.87,0.09148511
14.88,0.091477292
14.89,0.091469486
14.9,0.091461699
14.91,0.091453914
14.92,0.091446148
14.93,0.091438381
14.94,0.091430635
14.95,0.091422899
14.96,0.091415183
14.97,0.091407467
14.98,0.091399771
14.99,0.091392075
15,0.091384399
15.01,0.091376743
15.02,0.091369086
15.03,0.09136144
15.04,0.091353814
15.05,0.091346197
15.06,0.091338581
15.07,0.091330993
15.08,0.091323406
15.09,0.091315828
15.1,0.091308261
15.11,0.091300712
15.12,0.091293174
15.13,0.091285645
15.14,0.091278126
15.15,0.091270616
15.16,0.091263127
15.17,0.091255647
15.18,0.091248166
15.19,0.091240704
15.2,0.091233253
15.21,0.091225811
15.22,0.091218389
15.23,0.091210966
15.24,0.091203562
15.25,0.091196167
15.26,0.091188782
15.27,0.091181407
15.28,0.091174051
15.29,0.091166694
15.3,0.091159356
15.31,0.091152018
15.32,0.091144699
15.33,0.091137389
15.34,0.091130089
15.35,0.091122808
15.36,0.091115526
15.37,0.091108263
15.38,0.091101009
15.39,0.091093755
15.4,0.09108652
15.41,0.091079293
15.42,0.091072086
15.43,0.091064878
15.44,0.091057689
15.45,0.091050509
15.46,0.091043328
15.47,0.091036176
15.48,0.091029023
15.49,0.091021879
15.5,0.091014743
15.51,0.091007628
15.52,0.09100052
15.53,0.090993422
15.54,0.090986323
15.55,0.090979251
15.56,0.09097218
15.57,0.090965117
15.58,0.090958063
15.59,0.090951027
15.6,0.090944
15.61,0.090936983
15.62,0.090929974
15.63,0.090922973
15.64,0.090915981
15.65,0.090909007
15.66,0.090902034
15.67,0.090895077
15.68,0.090888129
15.69,0.090881191
15.7,0.090874259
15.71,0.090867338
15.72,0.090860436
15.73,0.090853532
15.74,0.090846637
15.75,0.090839756
15.76,0.090832888
15.77,0.090826028
15.78,0.090819166
15.79,0.090812344
15.8,0.090805506
15.81,0.090798679
15.82,0.090791861
15.83,0.090785062
15.84,0.090778267
15.85,0.090771484
15.86,0.0907647
15.87,0.090757954
15.88,0.090751185
15.89,0.090744442
15.9,0.09073771
15.91,0.090730977
15.92,0.090724261
15.93,0.090717545
15.94,0.090710853
15.95,0.090704161
15.96,0.090697479
15.97,0.090690805
15.98,0.090684149
15.99,0.090677497
16,0.090670847
16.01,0.090664204
16.02,0.090657591
16.03,0.090650971
16.04,0.090644363
16.05,0.090637763
16.06,0.090631181
16.07,0.090624597
16.08,0.090618017
16.09,0.090611459
16.1,0.090604918
16.11,0.090598365
16.12,0.090591832
16.13,0.090585311
16.14,0.090578792
16.15,0.090572281
16.16,0.090565777
16.17,0.090559302
16.18,0.090552811
16.19,0.090546341
16.2,0.090539869
16.21,0.090533425
16.22,0.090526978
16.23,0.090520535
16.24,0.090514105
16.25,0.090507691
16.26,0.090501285
16.27,0.090494873
16.28,0.090488472
16.29,0.090482099
16.3,0.090475724
16.31,0.090469346
16.32,0.090462982
16.33,0.090456649
16.34,0.090450304
16.35,0.090443966
16.36,0.090437646
16.37,0.090431329
16.38,0.090425015
16.39,0.090418717
16.4,0.090412426
16.41,0.090406144
16.42,0.090399865
16.43,0.090393596
16.44,0.090387356
16.45,0.090381103
16.46,0.090374856
16.47,0.090368615
16.48,0.090362404
16.49,0.090356189
16.5,0.090349973
16.51,0.09034377
16.52,0.090337587
16.53,0.090331403
16.54,0.090325226
16.55,0.090319065
16.56,0.090312899
16.57,0.090306753
16.58,0.090300605
16.59,0.090294483
16.6,0.090288345
16.61,0.090282228
16.62,0.090276118
16.63,0.090270026
16.64,0.090263929
16.65,0.090257837
16.66,0.090251756
16.67,0.090245701
16.68,0.090239634
16.69,0.090233583
16.7,0.090227527
16.71,0.0902215
16.72,0.090215461
16.73,0.090209448
16.74,0.090203423
16.75,0.090197421
16.76,0.09019142
16.77,0.090185435
16.78,0.090179457
16.79,0.090173473
16.8,0.090167509
16.81,0.090161543
16.82,0.090155603
16.83,0.090149659
16.84,0.090143719
16.85,0.09013778
16.86,0.090131867
16.87,0.090125951
16.88,0.090120052
16.89,0.090114146
16.9,0.090108261
16.91,0.090102382
16.92,0.090096499
16.93,0.090090624
16.94,0.090084772
16.95,0.09007892
16.96,0.090073075
16.97,0.090067237
16.98,0.090061414
16.99,0.090055587
17,0.090049768
17.01,0.090043966
17.02,0.09003816
17.03,0.090032368
17.04,0.090026576
17.05,0.090020811
17.06,0.090015032
17.07,0.090009269
17.08,0.090003509
17.09,0.08999777
17.1,0.089992028
17.11,0.089986291
17.12,0.08998056
17.13,0.089974845
17.14,0.089969127
17.15,0.089963426
17.16,0.089957723
17.17,0.089952035
17.18,0.089946351
17.19,0.089940666
17.2,0.089934997
17.21,0.089929345
17.22,0.089923687
17.23,0.089918038
17.24,0.089912404
17.25,0.089906768
17.26,0.089901138
17.27,0.089895521
17.28,0.089889913
17.29,0.089884301
17.3,0.089878697
17.31,0.089873107
17.32,0.089867532
17.33,0.089861946
17.34,0.089856375
17.35,0.089850811
17.36,0.089845261
17.37,0.089839709
17.38,0.089834164
17.39,0.089828625
17.4,0.089823102
17.41,0.089817572
17.42,0.089812062
17.43,0.089806558
17.44,0.089801049
17.45,0.089795556
17.46,0.089790071
17.47,0.089784588
17.48,0.089779113
17.49,0.089773645
17.5,0.089768183
17.51,0.089762735
17.52,0.089757284
17.53,0.089751831
17.54,0.089746403
17.55,0.089740982
17.56,0.089735552
17.57,0.089730133
17.58,0.089724729
17.59,0.089719331
17.6,0.089713936
17.61,0.08970854
17.62,0.089703159
17.63,0.089697795
17.64,0.089692427
17.65,0.089687062
17.66,0.089681716
17.67,0.089676365
17.68,0.08967102
17.69,0.089665681
17.7,0.089660356
17.71,0.089655029
17.72,0.089649706
17.73,0.089644402
17.74,0.089639099
17.75,0.089633804
17.76,0.089628506
17.77,0.089623224
17.78,0.089617957
17.79,0.089612682
17.8,0.089607408
17.81,0.089602148
17.82,0.089596905
17.83,0.089591656
17.84,0.089586411
17.85,0.089581174
17.86,0.089575953
17.87,0.089570737
17.88,0.089565518
17.89,0.089560311
17.9,0.089555112
17.91,0.089549909
17.92,0.089544723
17.93,0.089539537
17.94,0.089534362
17.95,0.089529191
17.96,0.089524026
17.97,0.089518868
17.98,0.089513714
17.99,0.089508562
18,0.08950342
18.01,0.089498292
18.02,0.089493161
18.03,0.089488032
18.04,0.089482921
18.05,0.089477816
18.06,0.089472707
18.07,0.089467613
18.08,0.08946251
18.09,0.089457438
18.1,0.089452349
18.11,0.089447277
18.12,0.089442218
18.13,0.089437147
18.14,0.089432089
18.15,0.089427039
18.16,0.089422003
18.17,0.08941696
18.18,0.089411927
18.19,0.089406897
18.2,0.089401883
18.21,0.089396864
18.22,0.089391849
18.23,0.089386851
18.24,0.089381858
18.25,0.089376861
18.26,0.089371878
18.27,0.089366889
18.28,0.089361927
18.29,0.08935695
18.3,0.08935199
18.31,0.089347035
18.32,0.089342081
18.33,0.089337136
18.34,0.089332195
18.35,0.089327271
18.36,0.089322338
18.37,0.089317414
18.38,0.089312494
18.39,0.089307591
18.4,0.089302681
18.41,0.089297775
18.42,0.089292876
18.43,0.089288003
18.44,0.089283114
18.45,0.089278228
18.46,0.08927336
18.47,0.089268507
18.48,0.08926364
18.49,0.089258787
18.5,0.089253929
18.51,0.089249093
18.52,0.089244245
18.53,0.089239413
18.54,0.089234595
18.55,0.089229773
18.56,0.089224953
18.57,0.08922014
18.58,0.089215343
18.59,0.08921054
18.6,0.08920574
18.61,0.089200947
18.62,0.08919617
18.63,0.089191397
18.64,0.08918662
18.65,0.089181844
18.66,0.089177096
18.67,0.089172334
18.68,0.089167586
18.69,0.08916283
18.7,0.089158102
18.71,0.089153359
18.72,0.089148631
18.73,0.089143908
18.74,0.089139199
18.75,0.089134473
18.76,0.089129763
18.77,0.08912507
18.78,0.089120371
18.79,0.089115674
18.8,0.089110984
18.81,0.089106311
18.82,0.08910163
18.83,0.089096955
18.84,0.089092282
18.85,0.089087627
18.86,0.089082976
18.87,0.089078321
18.88,0.089073669
18.89,0.089069041
18.9,0.089064399
18.91,0.089059772
18.92,0.08905514
18.93,0.089050529
18.94,0.089045907
18.95,0.089041299
18.96,0.089036696
18.97,0.089032107
18.98,0.0890275
18.99,0.089022911
19,0.089018337
19.01,0.089013757
19.02,0.089009181
19.03,0.089004608
19.04,0.089000052
19.05,0.088995491
19.06,0.088990935
19.07,0.088986382
19.08,0.088981842
19.09,0.088977299
19.1,0.088972771
19.11,0.088968237
19.12,0.088963715
19.13,0.0889592
19.14,0.088954681
19.15,0.088950166
19.16,0.088945674
19.17,0.088941165
19.18,0.088936674
19.19,0.088932176
19.2,0.088927703
19.21,0.088923226
19.22,0.088918738
19.23,0.08891428
19.24,0.088909815
19.25,0.088905354
19.26,0.088900898
19.27,0.088896454
19.28,0.088891997
19.29,0.088887555
19.3,0.088883117
19.31,0.088878691
19.32,0.088874272
19.33,0.088869847
19.34,0.088865427
19.35,0.088861021
19.36,0.088856606
19.37,0.088852199
19.38,0.088847806
19.39,0.088843418
19.4,0.088839024
19.41,0.088834642
19.42,0.088830267
19.43,0.088825886
19.44,0.088821519
19.45,0.088817154
19.46,0.088812797
19.47,0.088808443
19.48,0.088804084
19.49,0.088799739
19.5,0.088795405
19.51,0.088791069
19.52,0.088786727
19.53,0.088782399
19.54,0.088778086
19.55,0.088773764
19.56,0.088769449
19.57,0.088765138
19.58,0.088760832
19.59,0.08875654
19.6,0.088752229
19.61,0.088747945
19.62,0.088743665
19.63,0.08873938
19.64,0.088735099
19.65,0.08873083
19.66,0.088726556
19.67,0.088722299
19.68,0.088718034
19.69,0.088713781
19.7,0.088709535
19.71,0.088705283
19.72,0.088701036
19.73,0.088696813
19.74,0.08869257
19.75,0.088688345
19.76,0.088684124
19.77,0.088679906
19.78,0.088675683
19.79,0.088671472
19.8,0.088667267
19.81,0.088663077
19.82,0.08865887
19.83,0.088654678
19.84,0.088650487
19.85,0.088646313
19.86,0.088642132
19.87,0.088637947
19.88,0.088633782
19.89,0.088629614
19.9,0.08862545
19.91,0.08862129
19.92,0.088617144
19.93,0.088612989
19.94,0.088608841
19.95,0.088604697
19.96,0.088600568
19.97,0.088596441
19.98,0.088592307
19.99,0.088588179
20,0.088584065
20.01,0.088579955
20.02,0.088575839
20.03,0.088571724
20.04,0.088567636
20.05,0.088563532
20.06,0.088559432
20.07,0.088555343
20.08,0.088551261
20.09,0.088547182
20.1,0.088543098
20.11,0.088539037
20.12,0.088534957
20.13,0.088530894
20.14,0.088526835
20.15,0.088522781
20.16,0.08851873
20.17,0.088514679
20.18,0.088510626
20.19,0.088506596
20.2,0.08850256
20.21,0.088498529
20.22,0.088494497
20.23,0.088490474
20.24,0.088486454
20.25,0.088482437
20.26,0.088478421
20.27,0.088474422
20.28,0.088470417
20.29,0.088466416
20.3,0.088462428
20.31,0.088458442
20.32,0.088454452
20.33,0.088450466
20.34,0.088446494
20.35,0.088442515
20.36,0.088438537
20.37,0.088434566
20.38,0.088430609
20.39,0.088426655
20.4,0.088422693
20.41,0.088418746
20.42,0.088414805
20.43,0.088410856
20.44,0.088406921
20.45,0.088402976
20.46,0.08839906
20.47,0.088395125
20.48,0.088391195
20.49,0.088387278
20.5,0.088383363
20.51,0.088379453
20.52,0.088375548
20.53,0.088371646
20.54,0.088367749
20.55,0.088363852
20.56,0.08835995
20.57,0.088356073
20.58,0.088352189
20.59,0.088348307
20.6,0.088344421
20.61,0.088340559
20.62,0.088336689
20.63,0.088332814
20.64,0.08832896
20.65,0.088325101
20.66,0.088321246
20.67,0.088317395
20.68,0.088313547
20.69,0.088309711
20.7,0.088305871
20.71,0.088302035
20.72,0.0882982
20.73,0.088294381
20.74,0.088290552
20.75,0.08828673
20.76,0.088282921
20.77,0.088279105
20.78,0.0882753
20.79,0.088271492
20.8,0.088267697
20.81,0.088263896
20.82,0.088260108
20.83,0.088256311
20.84,0.08825253
20.85,0.088248743
20.86,0.088244969
20.87,0.088241188
20.88,0.088237422
20.89,0.088233656
20.9,0.088229885
20.91,0.088226129
20.92,0.088222376
20.93,0.088218624
20.94,0.088214868
20.95,0.088211125
20.96,0.088207386
20.97,0.08820365
20.98,0.088199905
20.99,0.088196185
21,0.08819245
21.01,0.088188728
21.02,0.088185006
21.03,0.088181291
21.04,0.088177579
21.05,0.08817387
21.06,0.088170155
21.07,0.088166461
21.08,0.088162763
21.09,0.088159067
21.1,0.088155376
21.11,0.088151687
21.12,0.088148
21.13,0.088144318
21.14,0.08814064
21.15,0.088136974
21.16,0.0881333
21.17,0.088129623
21.18,0.088125967
21.19,0.088122305
21.2,0.088118657
21.21,0.088115002
21.22,0.088111358
21.23,0.0881077
21.24,0.088104064
21.25,0.088100423
21.26,0.088096792
21.27,0.088093156
21.28,0.088089524
21.29,0.088085895
21.3,0.088082281
21.31,0.088078656
21.32,0.088075047
21.33,0.088071431
21.34,0.088067829
21.35,0.088064217
21.36,0.088060611
21.37,0.088057019
21.38,0.088053429
21.39,0.088049833
21.4,0.088046249
21.41,0.088042667
21.42,0.08803908
21.43,0.088035507
21.44,0.088031927
21.45,0.088028358
21.46,0.088024794
21.47,0.088021224
21.48,0.088017667
21.49,0.088014113
21.5,0.088010559
21.51,0.088007
21.52,0.088003456
21.53,0.087999915
21.54,0.087996373
21.55,0.087992839
21.56,0.087989297
21.57,0.087985778
21.58,0.087982242
21.59,0.087978717
21.6,0.087975187
21.61,0.087971681
21.62,0.087968167
21.63,0.087964658
21.64,0.087961148
21.65,0.087957644
21.66,0.087954144
21.67,0.087950636
21.68,0.087947148
21.69,0.087943657
21.7,0.087940169
21.71,0.087936674
21.72,0.087933201
21.73,0.087929722
21.74,0.087926244
21.75,0.087922771
21.76,0.08791931
21.77,0.087915844
21.78,0.087912377
21.79,0.087908917
21.8,0.087905459
21.81,0.087902004
21.82,0.087898552
21.83,0.087895101
21.84,0.087891665
21.85,0.087888223
21.86,0.087884783
21.87,0.087881354
21.88,0.08787792
21.89,0.08787449
21.9,0.087871062
21.91,0.087867658
21.92,0.087864236
21.93,0.087860815
21.94,0.087857399
21.95,0.087853997
21.96,0.087850588
21.97,0.08784718
21.98,0.087843784
21.99,0.087840393
22,0.087836996
22.01,0.087833601
22.02,0.087830207
22.03,0.087826827
22.04,0.087823451
22.05,0.087820068
22.06,0.087816699
22.07,0.087813329
22.08,0.087809954
22.09,0.087806583
22.1,0.087803225
22.11,0.087799867
22.12,0.087796505
22.13,0.087793155
22.14,0.087789808
22.15,0.087786454
22.16,0.087783113
22.17,0.087779762
22.18,0.087776427
22.19,0.087773095
22.2,0.087769755
22.21,0.087766427
22.22,0.087763103
22.23,0.087759782
22.24,0.087756454
22.25,0.087753139
22.26,0.087749824
22.27,0.087746514
22.28,0.087743199
22.29,0.087739905
22.3,0.087736603
22.31,0.087733294
22.32,0.087729998
22.33,0.087726706
22.34,0.087723416
22.35,0.087720117
22.36,0.087716833
22.37,0.087713562
22.38,0.087710274
22.39,0.087706998
22.4,0.087703723
22.41,0.087700453
22.42,0.087697186
22.43,0.087693921
22.44,0.08769065
22.45,0.087687399
22.46,0.087684143
22.47,0.08768089
22.48,0.087677639
22.49,0.087674391
22.5,0.087671145
22.51,0.087667902
22.52,0.087664673
22.53,0.087661426
22.54,0.08765819
22.55,0.087654959
22.56,0.08765174
22.57,0.087648515
22.58,0.087645292
22.59,0.087642059
22.6,0.087638852
22.61,0.087635637
22.62,0.087632424
22.63,0.087629216
22.64,0.087626017
22.65,0.087622812
22.66,0.087619612
22.67,0.087616412
22.68,0.087613227
22.69,0.087610022
22.7,0.087606841
22.71,0.087603653
22.72,0.087600478
22.73,0.087597294
22.74,0.087594114
22.75,0.087590937
22.76,0.087587772
22.77,0.0875846
22.78,0.08758143
22.79,0.087578273
22.8,0.087575109
22.81,0.087571948
22.82,0.08756879
22.83,0.087565642
22.84,0.087562488
22.85,0.087559337
22.86,0.08755619
22.87,0.087553064
22.88,0.08754992
22.89,0.087546779
22.9,0.087543643
22.91,0.087540517
22.92,0.087537383
22.93,0.087534263
22.94,0.087531136
22.95,0.087528022
22.96,0.0875249
22.97,0.087521779
22.98,0.087518672
22.99,0.087515568
23,0.087512457
23.01,0.087509348
23.02,0.087506259
23.03,0.087503155
23.04,0.087500054
23.05,0.087496956
23.06,0.08749388
23.07,0.087490785
23.08,0.087487693
23.09,0.087484605
23.1,0.087481539
23.11,0.087478454
23.12,0.087475372
23.13,0.087472304
23.14,0.087469239
23.15,0.087466176
23.16,0.087463103
23.17,0.087460046
23.18,0.087456979
23.19,0.087453927
23.2,0.087450866
23.21,0.087447826
23.22,0.08744477
23.23,0.087441717
23.24,0.087438677
23.25,0.087435639
23.26,0.087432601
23.27,0.087429559
23.28,0.087426528
23.29,0.0874235
23.3,0.087420462
23.31,0.087417439
23.32,0.087414409
23.33,0.0874114
23.34,0.087408384
23.35,0.08740536
23.36,0.087402349
23.37,0.087399341
23.38,0.087396325
23.39,0.087393321
23.4,0.087390319
23.41,0.08738732
23.42,0.087384314
23.43,0.08738132
23.44,0.087378337
23.45,0.087375338
23.46,0.087372353
23.47,0.087369368
23.48,0.087366387
23.49,0.087363406
23.5,0.08736042
23.51,0.087357446
23.52,0.087354474
23.53,0.087351504
23.54,0.087348536
23.55,0.087345561
23.56,0.087342609
23.57,0.087339639
23.58,0.087336682
23.59,0.087333725
23.6,0.087330772
23.61,0.087327822
23.62,0.087324875
23.63,0.087321929
23.64,0.087318984
23.65,0.087316043
23.66,0.087313095
23.67,0.08731017
23.68,0.087307233
23.69,0.087304302
23.7,0.087301364
23.71,0.087298447
23.72,0.087295523
23.73,0.087292589
23.74,0.08728967
23.75,0.087286763
23.76,0.087283848
23.77,0.087280926
23.78,0.087278013
23.79,0.087275116
23.8,0.087272201
23.81,0.087269297
23.82,0.087266394
23.83,0.087263506
23.84,0.08726061
23.85,0.087257716
23.86,0.087254825
23.87,0.087251933
23.88,0.087249046
23.89,0.087246162
23.9,0.087243289
23.91,0.0872404
23.92,0.08723752
23.93,0.087234644
23.94,0.087231781
23.95,0.08722891
23.96,0.087226042
23.97,0.087223164
23.98,0.08722031
23.99,0.087217448
24,0.087214588
24.01,0.087211729
24.02,0.087208874
24.03,0.087206021
24.04,0.087203171
24.05,0.087200333
24.06,0.087197487
24.07,0.087194641
24.08,0.0871918
24.09,0.087188971
24.1,0.087186134
24.11,0.087183288
24.12,0.087180455
24.13,0.087177635
24.14,0.087174807
24.15,0.087171981
24.16,0.087169155
24.17,0.087166344
24.18,0.087163525
24.19,0.087160707
24.2,0.087157891
24.21,0.087155089
24.22,0.087152279
24.23,0.08714947
24.24,0.087146665
24.25,0.087143869
24.26,0.087141068
24.27,0.087138258
24.28,0.08713547
24.29,0.087132676
24.3,0.087129891
24.31,0.087127091
24.32,0.087124313
24.33,0.087121527
24.34,0.087118753
24.35,0.087115959
24.36,0.087113189
24.37,0.087110411
24.38,0.087107647
24.39,0.087104864
24.4,0.0871021
24.41,0.087099332
24.42,0.087096574
24.43,0.087093801
24.44,0.087091046
24.45,0.087088296
24.46,0.087085538
24.47,0.087082781
24.48,0.087080038
24.49,0.087077284
24.5,0.087074534
24.51,0.087071797
24.52,0.087069052
24.53,0.087066307
24.54,0.087063565
24.55,0.087060837
24.56,0.0870581
24.57,0.087055365
24.58,0.087052633
24.59,0.087049911
24.6,0.087047182
24.61,0.087044465
24.62,0.087041742
24.63,0.08703903
24.64,0.087036308
24.65,0.087033589
24.66,0.087030874
24.67,0.08702817
24.68,0.087025456
24.69,0.087022747
24.7,0.08702005
24.71,0.087017355
24.72,0.087014641
24.73,0.087011947
24.74,0.087009258
24.75,0.087006561
24.76,0.087003867
24.77,0.087001171
24.78,0.08699849
24.79,0.086995801
24.8,0.086993125
24.81,0.08699044
24.82,0.086987768
24.83,0.086985085
24.84,0.086982406
24.85,0.08697973
24.86,0.086977065
24.87,0.0869744
24.88,0.086971731
24.89,0.086969062
24.9,0.086966406
24.91,0.086963742
24.92,0.086961087
24.93,0.086958437
24.94,0.086955779
24.95,0.086953123
24.96,0.086950469
24.97,0.086947824
24.98,0.086945173
24.99,0.086942525
25,0.086939889
0.01,0.393707727
0.02,0.399815235
0.03,0.390537612
0.04,0.380847137
0.05,0.372303646
0.06,0.364924677
0.07,0.358519995
0.08,0.352906323
0.09,0.347936689
0.1,0.343498554
0.11,0.337356593
0.12,0.340589336
0.13,0.343035579
0.14,0.344889124
0.15,0.346294439
0.16,0.34733934
0.17,0.34810622
0.18,0.348653334
0.19,0.349022166
0.2,0.349247445
0.21,0.349354264
0.22,0.349366284
0.23,0.349299393
0.24,0.349165059
0.25,0.348560629
0.26,0.348425913
0.27,0.348265132
0.28,0.348684195
0.29,0.348526713
0.3,0.348146489
0.31,0.34770717
0.32,0.347214942
0.33,0.347754388
0.34,0.347525542
0.35,0.346495319
0.36,0.347062474
0.37,0.346831471
0.38,0.346598519
0.39,0.345515503
0.4,0.34611676
0.41,0.345617465
0.42,0.345099841
0.43,0.345408563
0.44,0.345173536
0.45,0.344940939
0.46,0.344711181
0.47,0.344484575
0.48,0.344261415
0.49,0.344041983
0.5,0.343825577
0.51,0.343613321
0.52,0.343405425
0.53,0.343203145
0.54,0.343005589
0.55,0.342812913
0.56,0.341985828
0.57,0.342125228
0.58,0.342270062
0.59,0.341836932
0.6,0.341409571
0.61,0.3413036
0.62,0.340953044
0.63,0.341081526
0.64,0.340977599
0.65,0.340879881
0.66,0.340788627
0.67,0.340703119
0.68,0.340624524
0.69,0.340553135
0.7,0.340378259
0.71,0.340086573
0.72,0.340112458
0.73,0.339882477
0.74,0.339725353
0.75,0.339570858
0.76,0.339418916
0.77,0.339269505
0.78,0.339122572
0.79,0.338978051
0.8,0.338835898
0.81,0.338995619
0.82,0.339157613
0.83,0.339321844
0.84,0.339488283
0.85,0.33965686
0.86,0.339827559
0.87,0.340000319
0.88,0.34017512
0.89,0.34035191
0.9,0.340530654
0.91,0.343078873
0.92,0.350079123
0.93,0.362169807
0.94,0.376011902
0.95,0.389853997
0.96,0.403696092
0.97,0.417538187
0.98,0.431380282
0.99,0.445222377
1,0.459064472
1.01,0.472906567
1.02,0.486748662
1.03,0.500590757
1.04,0.514432852
1.05,0.528274947
1.06,0.526622841
1.07,0.52498489
1.08,0.523362687
1.09,0.521757127
1.1,0.520070048
1.11,0.518360901
1.12,0.516693064
1.13,0.515059752
1.14,0.51345808
1.15,0.511886183
1.16,0.510102732
1.17,0.508338646
1.18,0.506601799
1.19,0.504644502
1.2,0.501965846
1.21,0.499263934
1.22,0.496594302
1.23,0.493956362
1.24,0.491349556
1.25,0.488773368
1.26,0.486227297
1.27,0.4837109
1.28,0.481223739
1.29,0.478765402
1.3,0.476335498
1.31,0.473933654
1.32,0.471559475
1.33,0.469212669
1.34,0.466892857
1.35,0.464599757
1.36,0.462333037
1.37,0.460092404
1.38,0.457877565
1.39,0.455688255
1.4,0.453524194
1.41,0.451385135
1.42,0.449270811
1.43,0.447180979
1.44,0.445115403
1.45,0.443073852
1.46,0.441056116
1.47,0.439061961
1.48,0.437091192
1.49,0.435143575
1.5,0.433054616
1.51,0.430829345
1.52,0.4286212
1.53,0.426429997
1.54,0.42425563
1.55,0.422097973
1.56,0.419956876
1.57,0.417832189
1.58,0.415723812
1.59,0.413631571
1.6,0.411555322
1.61,0.40949494
1.62,0.407450282
1.63,0.405421203
1.64,0.403407565
1.65,0.401409196
1.66,0.399426
1.67,0.397457791
1.68,0.395504457
1.69,0.393565878
1.7,0.391641883
1.71,0.389732341
1.72,0.387837108
1.73,0.385956054
1.74,0.384089045
1.75,0.382235952
1.76,0.380396612
1.77,0.378570933
1.78,0.37675875
1.79,0.374959963
1.8,0.373174416
1.81,0.371409885
1.82,0.369655842
1.83,0.367913793
1.84,0.366183601
1.85,0.364465125
1.86,0.362758286
1.87,0.361062929
1.88,0.359378933
1.89,0.357706196
1.9,0.356044592
1.91,0.354393993
1.92,0.352754297
1.93,0.351125365
1.94,0.349507104
1.95,0.347899391
1.96,0.346302129
1.97,0.344715192
1.98,0.343047195
1.99,0.341389315
2,0.339741429
2.01,0.338275796
2.02,0.336814527
2.03,0.335363152
2.04,0.333921564
2.05,0.332489692
2.06,0.33106742
2.07,0.329654663
2.08,0.328251334
2.09,0.32685735
2.1,0.325472619
2.11,0.324097053
2.12,0.322730556
2.13,0.321373038
2.14,0.320024437
2.15,0.318684662
2.16,0.317353644
2.17,0.31603126
2.18,0.314717439
2.19,0.313412112
2.2,0.312115164
2.21,0.310828917
2.22,0.309555912
2.23,0.308291036
2.24,0.30703424
2.25,0.305785431
2.26,0.304544544
2.27,0.303311498
2.28,0.302086184
2.29,0.300868572
2.3,0.299658534
2.31,0.298456009
2.32,0.297260949
2.33,0.296073245
2.34,0.294892816
2.35,0.293719637
2.36,0.292553575
2.37,0.291394592
2.38,0.290242593
2.39,0.289097521
2.4,0.28795929
2.41,0.286827818
2.42,0.285703042
2.43,0.284584895
2.44,0.283473302
2.45,0.282368187
2.46,0.281546346
2.47,0.280730831
2.48,0.279921587
2.49,0.279118549
2.5,0.278321616
2.51,0.27753074
2.52,0.276745837
2.53,0.275966856
2.54,0.275193719
2.55,0.274426363
2.56,0.273664714
2.57,0.27290869
2.58,0.272158239
2.59,0.271413287
2.6,0.270673782
2.61,0.269939621
2.62,0.269210758
2.63,0.268487122
2.64,0.267768656
2.65,0.267055297
2.66,0.26634695
2.67,0.26564358
2.68,0.264945081
2.69,0.26425143
2.7,0.263562532
2.71,0.262878337
2.72,0.262198778
2.73,0.26152378
2.74,0.260853295
2.75,0.260187237
2.76,0.259525554
2.77,0.258868176
2.78,0.258215052
2.79,0.257566092
2.8,0.256921256
2.81,0.25628046
2.82,0.255643666
2.83,0.255010791
2.84,0.254381766
2.85,0.253756548
2.86,0.253135075
2.87,0.252516569
2.88,0.251900896
2.89,0.25128876
2.9,0.250680116
2.91,0.250074895
2.92,0.249473033
2.93,0.24887448
2.94,0.248279133
2.95,0.247686968
2.96,0.247097922
2.97,0.246511903
