Mach,CD Power-Off
13.95,0.093831708
13.96,0.093820528
13.97,0.093809355
13.98,0.09379821
13.99,0.09378707
14,0.093775968
14.01,0.093764872
14.02,0.093753803
14.03,0.093742751
14.04,0.093731715
14.05,0.093720696
14.06,0.093709704
14.07,0.093698728
14.08,0.093687769
14.09,0.093676825
14.1,0.093665908
14.11,0.093654999
14.12,0.093644116
14.13,0.093633257
14.14,0.093622406
14.15,0.093611581
14.16,0.093600772
14.17,0.093589978
14.18,0.093579202
14.19,0.093568451
14.2,0.093557707
14.21,0.093546987
14.22,0.093536284
14.23,0.093525608
14.24,0.093514936
14.25,0.093504291
14.26,0.093493662
14.27,0.093483057
14.28,0.093472459
14.29,0.093461887
14.3,0.09345133
14.31,0.093440788
14.32,0.093430263
14.33,0.093419763
14.34,0.093409278
14.35,0.093398799
14.36,0.093388355
14.37,0.093377916
14.38,0.093367503
14.39,0.093357095
14.4,0.093346712
14.41,0.093336345
14.42,0.093326002
14.43,0.093315665
14.44,0.093305354
14.45,0.093295056
14.46,0.093284775
14.47,0.093274507
14.48,0.093264266
14.49,0.093254039
14.5,0.093243827
14.51,0.09323363
14.52,0.093223457
14.53,0.09321328
14.54,0.093203147
14.55,0.093193009
14.56,0.093182905
14.57,0.093172807
14.58,0.093162733
14.59,0.093152674
14.6,0.093142619
14.61,0.093132598
14.62,0.093122572
14.63,0.093112581
14.64,0.093102604
14.65,0.093092641
14.66,0.093082682
14.67,0.093072758
14.68,0.093062839
14.69,0.093052943
14.7,0.093043052
14.71,0.093033186
14.72,0.093023331
14.73,0.093013504
14.74,0.093003679
14.75,0.092993879
14.76,0.092984081
14.77,0.092974309
14.78,0.09296456
14.79,0.092954816
14.8,0.092945095
14.81,0.092935378
14.82,0.092925694
14.83,0.092916005
14.84,0.09290635
14.85,0.092896698
14.86,0.09288707
14.87,0.092877447
14.88,0.092867845
14.89,0.092858258
14.9,0.092848694
14.91,0.092839135
14.92,0.092829599
14.93,0.092820065
14.94,0.092810555
14.95,0.092801059
14.96,0.092791587
14.97,0.092782117
14.98,0.092772671
14.99,0.092763229
15,0.092753809
15.01,0.092744413
15.02,0.092735019
15.03,0.09272564
15.04,0.092716284
15.05,0.09270694
15.06,0.0926976
15.07,0.092688292
15.08,0.092678989
15.09,0.092669696
15.1,0.092660419
15.11,0.092651163
15.12,0.092641921
15.13,0.092632691
15.14,0.092623475
15.15,0.09261427
15.16,0.09260509
15.17,0.092595922
15.18,0.092586756
15.19,0.092577613
15.2,0.092568483
15.21,0.092559366
15.22,0.092550272
15.23,0.09254118
15.24,0.09253211
15.25,0.092523053
15.26,0.092514008
15.27,0.092504977
15.28,0.092495967
15.29,0.09248696
15.3,0.092477975
15.31,0.092468993
15.32,0.092460033
15.33,0.092451086
15.34,0.09244215
15.35,0.092433237
15.36,0.092424326
15.37,0.092415438
15.38,0.092406561
15.39,0.092397688
15.4,0.092388836
15.41,0.092379995
15.42,0.092371178
15.43,0.092362362
15.44,0.092353569
15.45,0.092344787
15.46,0.092336007
15.47,0.092327259
15.48,0.092318514
15.49,0.09230978
15.5,0.092301057
15.51,0.092292357
15.52,0.092283669
15.53,0.092274993
15.54,0.092266318
15.55,0.092257674
15.56,0.092249034
15.57,0.092240404
15.58,0.092231786
15.59,0.09222319
15.6,0.092214605
15.61,0.092206033
15.62,0.092197471
15.63,0.092188921
15.64,0.092180383
15.65,0.092171866
15.66,0.092163351
15.67,0.092154856
15.68,0.092146374
15.69,0.092137903
15.7,0.092129441
15.71,0.092120994
15.72,0.092112568
15.73,0.092104143
15.74,0.092095729
15.75,0.092087333
15.76,0.092078952
15.77,0.092070582
15.78,0.092062212
15.79,0.092053886
15.8,0.092045545
15.81,0.09203722
15.82,0.092028905
15.83,0.092020612
15.84,0.092012326
15.85,0.092004055
15.86,0.091995785
15.87,0.091987556
15.88,0.091979307
15.89,0.091971086
15.9,0.09196288
15.91,0.091954674
15.92,0.091946489
15.93,0.091938306
15.94,0.091930149
15.95,0.091921996
15.96,0.091913855
15.97,0.091905723
15.98,0.091897614
15.99,0.09188951
16,0.091881412
16.01,0.091873323
16.02,0.091865266
16.03,0.091857205
16.04,0.09184916
16.05,0.091841124
16.06,0.091833108
16.07,0.091825094
16.08,0.091817086
16.09,0.091809103
16.1,0.091801139
16.11,0.091793166
16.12,0.091785214
16.13,0.091777279
16.14,0.091769347
16.15,0.091761425
16.16,0.091753514
16.17,0.091745633
16.18,0.09173774
16.19,0.09172987
16.2,0.091722
16.21,0.09171416
16.22,0.09170632
16.23,0.091698487
16.24,0.091690669
16.25,0.091682869
16.26,0.09167508
16.27,0.091667288
16.28,0.091659508
16.29,0.09165176
16.3,0.091644012
16.31,0.091636263
16.32,0.09162853
16.33,0.091620831
16.34,0.091613123
16.35,0.091605424
16.36,0.091597744
16.37,0.091590071
16.38,0.091582403
16.39,0.091574754
16.4,0.091567113
16.41,0.091559484
16.42,0.09155186
16.43,0.091544249
16.44,0.091536669
16.45,0.091529079
16.46,0.091521497
16.47,0.091513923
16.48,0.091506381
16.49,0.091498838
16.5,0.091491296
16.51,0.09148377
16.52,0.091476265
16.53,0.091468762
16.54,0.091461268
16.55,0.091453793
16.56,0.091446315
16.57,0.091438858
16.58,0.091431403
16.59,0.091423976
16.6,0.091416534
16.61,0.091409117
16.62,0.091401708
16.63,0.091394319
16.64,0.091386929
16.65,0.091379545
16.66,0.091372174
16.67,0.091364831
16.68,0.09135748
16.69,0.091350145
16.7,0.091342808
16.71,0.091335503
16.72,0.091328188
16.73,0.091320901
16.74,0.091313603
16.75,0.091306332
16.76,0.091299063
16.77,0.091291813
16.78,0.091284572
16.79,0.091277326
16.8,0.091270104
16.81,0.091262881
16.82,0.091255686
16.83,0.09124849
16.84,0.0912413
16.85,0.091234112
16.86,0.091226953
16.87,0.091219793
16.88,0.091212652
16.89,0.091205507
16.9,0.091198384
16.91,0.09119127
16.92,0.091184153
16.93,0.091177047
16.94,0.091169966
16.95,0.091162887
16.96,0.091155816
16.97,0.091148755
16.98,0.091141712
16.99,0.091134665
17,0.09112763
17.01,0.091120613
17.02,0.091113595
17.03,0.091106592
17.04,0.091099591
17.05,0.09109262
17.06,0.091085636
17.07,0.091078671
17.08,0.091071711
17.09,0.091064773
17.1,0.091057834
17.11,0.091050903
17.12,0.09104398
17.13,0.091037074
17.14,0.091030168
17.15,0.091023281
17.16,0.091016394
17.17,0.091009524
17.18,0.091002658
17.19,0.090995795
17.2,0.09098895
17.21,0.090982124
17.22,0.090975293
17.23,0.090968473
17.24,0.090961671
17.25,0.090954868
17.26,0.090948074
17.27,0.090941294
17.28,0.090934525
17.29,0.090927755
17.3,0.090920993
17.31,0.090914249
17.32,0.09090752
17.33,0.090900783
17.34,0.090894063
17.35,0.090887351
17.36,0.090880656
17.37,0.090873961
17.38,0.090867274
17.39,0.090860595
17.4,0.090853934
17.41,0.090847268
17.42,0.090840624
17.43,0.090833987
17.44,0.090827348
17.45,0.090820727
17.46,0.090814115
17.47,0.090807507
17.48,0.090800909
17.49,0.090794321
17.5,0.090787739
17.51,0.090781174
17.52,0.090774607
17.53,0.09076804
17.54,0.090761501
17.55,0.090754969
17.56,0.090748431
17.57,0.090741906
17.58,0.090735397
17.59,0.090728897
17.6,0.090722401
17.61,0.090715905
17.62,0.090709427
17.63,0.090702968
17.64,0.090696506
17.65,0.090690049
17.66,0.090683612
17.67,0.090677173
17.68,0.090670741
17.69,0.090664317
17.7,0.090657909
17.71,0.0906515
17.72,0.090645098
17.73,0.090638716
17.74,0.090632336
17.75,0.090625968
17.76,0.090619597
17.77,0.090613244
17.78,0.090606908
17.79,0.090600566
17.8,0.090594225
17.81,0.090587902
17.82,0.090581596
17.83,0.090575288
17.84,0.090568983
17.85,0.090562689
17.86,0.090556413
17.87,0.090550143
17.88,0.090543872
17.89,0.090537615
17.9,0.090531368
17.91,0.090525118
17.92,0.090518886
17.93,0.090512657
17.94,0.090506439
17.95,0.090500229
17.96,0.090494025
17.97,0.09048783
17.98,0.090481641
17.99,0.090475455
18,0.090469281
18.01,0.090463123
18.02,0.090456963
18.03,0.090450808
18.04,0.090444672
18.05,0.090438543
18.06,0.090432412
18.07,0.090426297
18.08,0.090420176
18.09,0.090414086
18.1,0.090407983
18.11,0.090401897
18.12,0.090395825
18.13,0.090389743
18.14,0.090383677
18.15,0.090377619
18.16,0.090371577
18.17,0.09036553
18.18,0.090359494
18.19,0.090353463
18.2,0.09034745
18.21,0.090341433
18.22,0.090335421
18.23,0.090329428
18.24,0.090323442
18.25,0.090317454
18.26,0.090311481
18.27,0.090305504
18.28,0.090299555
18.29,0.090293593
18.3,0.090287648
18.31,0.090281711
18.32,0.090275776
18.33,0.090269852
18.34,0.090263934
18.35,0.090258034
18.36,0.090252126
18.37,0.090246229
18.38,0.090240338
18.39,0.090234464
18.4,0.090228586
18.41,0.090222713
18.42,0.090216849
18.43,0.090211012
18.44,0.090205161
18.45,0.090199314
18.46,0.090193487
18.47,0.090187676
18.48,0.090181852
18.49,0.090176044
18.5,0.090170233
18.51,0.090164445
18.52,0.090158647
18.53,0.090152866
18.54,0.090147101
18.55,0.090141333
18.56,0.090135568
18.57,0.090129812
18.58,0.090124073
18.59,0.09011833
18.6,0.090112592
18.61,0.090106862
18.62,0.090101149
18.63,0.090095442
18.64,0.090089731
18.65,0.090084024
18.66,0.090078347
18.67,0.090072656
18.68,0.090066981
18.69,0.090061299
18.7,0.090055647
18.71,0.090049981
18.72,0.090044332
18.73,0.090038689
18.74,0.090033062
18.75,0.090027418
18.76,0.090021793
18.77,0.090016185
18.78,0.090010574
18.79,0.090004965
18.8,0.089999365
18.81,0.089993783
18.82,0.089988195
18.83,0.089982614
18.84,0.089977037
18.85,0.089971478
18.86,0.089965926
18.87,0.08996037
18.88,0.08995482
18.89,0.089949294
18.9,0.089943756
18.91,0.089938234
18.92,0.089932708
18.93,0.089927206
18.94,0.089921692
18.95,0.089916195
18.96,0.089910704
18.97,0.089905228
18.98,0.089899736
18.99,0.089894263
19,0.089888806
19.01,0.089883345
19.02,0.08987789
19.03,0.089872437
19.04,0.089867004
19.05,0.089861567
19.06,0.089856136
19.07,0.089850711
19.08,0.089845298
19.09,0.089839885
19.1,0.089834488
19.11,0.089829085
19.12,0.089823697
19.13,0.089818317
19.14,0.089812933
19.15,0.089807555
19.16,0.089802202
19.17,0.089796833
19.18,0.089791483
19.19,0.089786127
19.2,0.089780798
19.21,0.089775466
19.22,0.089770125
19.23,0.089764814
19.24,0.089759497
19.25,0.089754187
19.26,0.089748882
19.27,0.089743591
19.28,0.089738288
19.29,0.089733001
19.3,0.089727719
19.31,0.089722451
19.32,0.089717191
19.33,0.089711926
19.34,0.089706668
19.35,0.089701424
19.36,0.089696173
19.37,0.089690932
19.38,0.089685706
19.39,0.089680485
19.4,0.089675261
19.41,0.089670048
19.42,0.089664844
19.43,0.089659637
19.44,0.089654444
19.45,0.089649254
19.46,0.089644073
19.47,0.089638896
19.48,0.089633716
19.49,0.089628551
19.5,0.089623399
19.51,0.089618245
19.52,0.089613087
19.53,0.089607944
19.54,0.089602816
19.55,0.089597682
19.56,0.089592555
19.57,0.089587434
19.58,0.089582319
19.59,0.089577219
19.6,0.089572102
19.61,0.089567012
19.62,0.089561928
19.63,0.08955684
19.64,0.089551757
19.65,0.089546687
19.66,0.089541614
19.67,0.089536558
19.68,0.089531496
19.69,0.089526447
19.7,0.089521405
19.71,0.08951636
19.72,0.08951132
19.73,0.089506306
19.74,0.089501273
19.75,0.089496258
19.76,0.089491249
19.77,0.089486245
19.78,0.089481237
19.79,0.089476241
19.8,0.089471253
19.81,0.08946628
19.82,0.089461292
19.83,0.08945632
19.84,0.089451351
19.85,0.089446399
19.86,0.089441441
19.87,0.089436481
19.88,0.089431542
19.89,0.0894266
19.9,0.089421664
19.91,0.089416734
19.92,0.089411818
19.93,0.089406894
19.94,0.089401979
19.95,0.089397069
19.96,0.089392174
19.97,0.089387283
19.98,0.089382386
19.99,0.089377496
20,0.089372621
20.01,0.089367751
20.02,0.089362877
20.03,0.089358004
20.04,0.08935316
20.05,0.0893483
20.06,0.089343446
20.07,0.089338604
20.08,0.089333769
20.09,0.08932894
20.1,0.089324105
20.11,0.089319295
20.12,0.089314468
20.13,0.089309658
20.14,0.089304854
20.15,0.089300055
20.16,0.08929526
20.17,0.089290467
20.18,0.089285673
20.19,0.089280902
20.2,0.089276128
20.21,0.089271358
20.22,0.089266589
20.23,0.08926183
20.24,0.089257074
20.25,0.089252323
20.26,0.089247575
20.27,0.089242844
20.28,0.089238108
20.29,0.089233377
20.3,0.089228661
20.31,0.089223947
20.32,0.08921923
20.33,0.089214518
20.34,0.089209822
20.35,0.089205119
20.36,0.089200419
20.37,0.089195726
20.38,0.089191049
20.39,0.089186376
20.4,0.089181695
20.41,0.089177031
20.42,0.089172373
20.43,0.089167709
20.44,0.089163059
20.45,0.089158402
20.46,0.089153772
20.47,0.089149127
20.48,0.089144486
20.49,0.08913986
20.5,0.089135236
20.51,0.08913062
20.52,0.089126008
20.53,0.089121401
20.54,0.089116799
20.55,0.089112198
20.56,0.089107595
20.57,0.089103016
20.58,0.089098432
20.59,0.089093851
20.6,0.089089266
20.61,0.089084706
20.62,0.08908014
20.63,0.08907557
20.64,0.089071021
20.65,0.089066469
20.66,0.089061921
20.67,0.089057379
20.68,0.08905284
20.69,0.089048315
20.7,0.089043786
20.71,0.089039262
20.72,0.089034741
20.73,0.089030236
20.74,0.089025722
20.75,0.089021216
20.76,0.089016724
20.77,0.089012226
20.78,0.08900774
20.79,0.089003252
20.8,0.088998778
20.81,0.088994298
20.82,0.088989834
20.83,0.088985361
20.84,0.088980904
20.85,0.088976442
20.86,0.088971995
20.87,0.088967541
20.88,0.088963104
20.89,0.088958667
20.9,0.088954227
20.91,0.088949802
20.92,0.088945381
20.93,0.088940962
20.94,0.08893654
20.95,0.088932132
20.96,0.088927729
20.97,0.08892333
20.98,0.088918922
20.99,0.088914541
21,0.088910145
21.01,0.088905764
21.02,0.088901383
21.03,0.08889701
21.04,0.088892641
21.05,0.088888277
21.06,0.088883906
21.07,0.088879558
21.08,0.088875206
21.09,0.088870858
21.1,0.088866516
21.11,0.088862176
21.12,0.088857839
21.13,0.088853509
21.14,0.088849183
21.15,0.08884487
21.16,0.08884055
21.17,0.088836227
21.18,0.088831927
21.19,0.088827622
21.2,0.088823331
21.21,0.088819035
21.22,0.08881475
21.23,0.088810451
21.24,0.088806177
21.25,0.088801897
21.26,0.088797629
21.27,0.088793357
21.28,0.088789089
21.29,0.088784825
21.3,0.088780577
21.31,0.088776319
21.32,0.088772078
21.33,0.088767831
21.34,0.088763599
21.35,0.088759357
21.36,0.088755123
21.37,0.088750902
21.38,0.088746685
21.39,0.088742463
21.4,0.088738254
21.41,0.088734048
21.42,0.088729837
21.43,0.088725641
21.44,0.08872144
21.45,0.088717249
21.46,0.088713065
21.47,0.088708875
21.48,0.088704699
21.49,0.088700528
21.5,0.088696357
21.51,0.088692182
21.52,0.088688023
21.53,0.088683867
21.54,0.088679712
21.55,0.088675565
21.56,0.088671411
21.57,0.088667281
21.58,0.088663135
21.59,0.088659
21.6,0.088654861
21.61,0.088650747
21.62,0.088646627
21.63,0.088642511
21.64,0.088638396
21.65,0.088634288
21.66,0.088630183
21.67,0.088626073
21.68,0.088621983
21.69,0.088617891
21.7,0.088613802
21.71,0.088609707
21.72,0.088605635
21.73,0.088601558
21.74,0.088597482
21.75,0.088593413
21.76,0.088589356
21.77,0.088585295
21.78,0.088581234
21.79,0.08857718
21.8,0.08857313
21.81,0.088569084
21.82,0.088565041
21.83,0.088560999
21.84,0.088556974
21.85,0.088552943
21.86,0.088548915
21.87,0.088544899
21.88,0.088540879
21.89,0.088536863
21.9,0.08853285
21.91,0.088528862
21.92,0.088524857
21.93,0.088520854
21.94,0.088516856
21.95,0.088512873
21.96,0.088508884
21.97,0.088504897
21.98,0.088500922
21.99,0.088496954
22,0.08849298
22.01,0.088489008
22.02,0.088485039
22.03,0.088481084
22.04,0.088477134
22.05,0.088473178
22.06,0.088469236
22.07,0.088465294
22.08,0.088461349
22.09,0.088457407
22.1,0.08845348
22.11,0.088449553
22.12,0.088445622
22.13,0.088441705
22.14,0.088437792
22.15,0.088433872
22.16,0.088429966
22.17,0.088426051
22.18,0.088422153
22.19,0.088418257
22.2,0.088414356
22.21,0.088410466
22.22,0.088406581
22.23,0.0884027
22.24,0.088398813
22.25,0.08839494
22.26,0.088391067
22.27,0.0883872
22.28,0.088383329
22.29,0.088379479
22.3,0.088375623
22.31,0.088371759
22.32,0.08836791
22.33,0.088364065
22.34,0.088360224
22.35,0.088356374
22.36,0.088352539
22.37,0.088348718
22.38,0.088344881
22.39,0.088341057
22.4,0.088337235
22.41,0.088333417
22.42,0.088329604
22.43,0.088325794
22.44,0.088321978
22.45,0.088318183
22.46,0.088314383
22.47,0.088310587
22.48,0.088306795
22.49,0.088303006
22.5,0.088299219
22.51,0.088295436
22.52,0.088291668
22.53,0.088287882
22.54,0.088284109
22.55,0.088280341
22.56,0.088276585
22.57,0.088272824
22.58,0.088269066
22.59,0.088265299
22.6,0.088261558
22.61,0.08825781
22.62,0.088254065
22.63,0.088250325
22.64,0.088246595
22.65,0.08824286
22.66,0.08823913
22.67,0.088235402
22.68,0.088231689
22.69,0.088227956
22.7,0.088224248
22.71,0.088220534
22.72,0.088216834
22.73,0.088213125
22.74,0.088209421
22.75,0.08820572
22.76,0.088202032
22.77,0.088198338
22.78,0.088194646
22.79,0.088190969
22.8,0.088187285
22.81,0.088183604
22.82,0.088179927
22.83,0.088176261
22.84,0.08817259
22.85,0.088168922
22.86,0.088165259
22.87,0.088161617
22.88,0.088157958
22.89,0.088154303
22.9,0.088150653
22.91,0.088147014
22.92,0.088143368
22.93,0.088139736
22.94,0.088136099
22.95,0.088132474
22.96,0.088128842
22.97,0.088125212
22.98,0.088121597
22.99,0.088117985
23,0.088114367
23.01,0.088110752
23.02,0.088107156
23.03,0.088103548
23.04,0.088099942
23.05,0.08809634
23.06,0.088092761
23.07,0.088089163
23.08,0.088085569
23.09,0.08808198
23.1,0.088078413
23.11,0.088074828
23.12,0.088071247
23.13,0.08806768
23.14,0.088064116
23.15,0.088060556
23.16,0.088056986
23.17,0.088053432
23.18,0.08804987
23.19,0.088046322
23.2,0.088042767
23.21,0.088039234
23.22,0.088035684
23.23,0.088032139
23.24,0.088028607
23.25,0.088025077
23.26,0.088021548
23.27,0.088018016
23.28,0.088014495
23.29,0.088010978
23.3,0.088007452
23.31,0.088003941
23.32,0.088000424
23.33,0.087996929
23.34,0.087993427
23.35,0.087989917
23.36,0.087986421
23.37,0.08798293
23.38,0.08797943
23.39,0.087975943
23.4,0.087972459
23.41,0.087968978
23.42,0.087965491
23.43,0.087962017
23.44,0.087958554
23.45,0.087955076
23.46,0.087951612
23.47,0.087948149
23.48,0.08794469
23.49,0.087941232
23.5,0.087937769
23.51,0.08793432
23.52,0.087930873
23.53,0.087927428
23.54,0.087923986
23.55,0.087920538
23.56,0.087917113
23.57,0.08791367
23.58,0.087910242
23.59,0.087906814
23.6,0.08790339
23.61,0.087899971
23.62,0.087896554
23.63,0.08789314
23.64,0.087889726
23.65,0.087886318
23.66,0.087882903
23.67,0.087879511
23.68,0.087876108
23.69,0.087872712
23.7,0.087869309
23.71,0.087865928
23.72,0.087862541
23.73,0.087859143
23.74,0.087855762
23.75,0.087852393
23.76,0.087849017
23.77,0.087845634
23.78,0.087842261
23.79,0.087838904
23.8,0.08783553
23.81,0.087832167
23.82,0.087828807
23.83,0.087825461
23.84,0.087822108
23.85,0.087818759
23.86,0.087815411
23.87,0.087812064
23.88,0.087808723
23.89,0.087805384
23.9,0.087802058
23.91,0.087798716
23.92,0.087795384
23.93,0.087792056
23.94,0.087788742
23.95,0.08778542
23.96,0.087782102
23.97,0.087778773
23.98,0.08777547
23.99,0.08777216
24,0.087768853
24.01,0.087765546
24.02,0.087762243
24.03,0.087758945
24.04,0.087755648
24.05,0.087752365
24.06,0.087749074
24.07,0.087745784
24.08,0.087742499
24.09,0.087739227
24.1,0.087735947
24.11,0.087732659
24.12,0.087729384
24.13,0.087726124
24.14,0.087722855
24.15,0.087719589
24.16,0.087716324
24.17,0.087713074
24.18,0.087709817
24.19,0.087706561
24.2,0.087703308
24.21,0.087700069
24.22,0.087696822
24.23,0.087693578
24.24,0.087690337
24.25,0.087687107
24.26,0.087683871
24.27,0.087680628
24.28,0.087677407
24.29,0.08767418
24.3,0.087670963
24.31,0.087667731
24.32,0.087664522
24.33,0.087661305
24.34,0.087658102
24.35,0.087654878
24.36,0.087651679
24.37,0.087648473
24.38,0.08764528
24.39,0.08764207
24.4,0.087638879
24.41,0.087635684
24.42,0.087632501
24.43,0.087629302
24.44,0.087626123
24.45,0.087622948
24.46,0.087619766
24.47,0.087616586
24.48,0.08761342
24.49,0.087610243
24.5,0.087607072
24.51,0.087603913
24.52,0.087600747
24.53,0.087597582
24.54,0.08759442
24.55,0.087591272
24.56,0.087588116
24.57,0.087584963
24.58,0.087581813
24.59,0.087578673
24.6,0.087575528
24.61,0.087572394
24.62,0.087569255
24.63,0.087566128
24.64,0.087562991
24.65,0.087559858
24.66,0.087556729
24.67,0.087553611
24.68,0.087550484
24.69,0.087547362
24.7,0.087544253
24.71,0.087541147
24.72,0.087538022
24.73,0.087534918
24.74,0.087531819
24.75,0.087528712
24.76,0.087525608
24.77,0.087522504
24.78,0.087519415
24.79,0.087516318
24.8,0.087513235
24.81,0.087510143
24.82,0.087507065
24.83,0.087503976
24.84,0.087500892
24.85,0.087497811
24.86,0.087494742
24.87,0.087491673
24.88,0.0874886
24.89,0.087485528
24.9,0.08748247
24.91,0.087479404
24.92,0.087476347
24.93,0.087473297
24.94,0.087470238
24.95,0.087467181
24.96,0.087464128
24.97,0.087461084
24.98,0.087458035
24.99,0.087454988
25,0.087451954
0.01,0.406875618
0.02,0.412983125
0.03,0.403705502
0.04,0.394015027
0.05,0.385471536
0.06,0.378092568
0.07,0.371687886
0.08,0.366074213
0.09,0.36110458
0.1,0.356666444
0.11,0.350524484
0.12,0.353757226
0.13,0.35620347
0.14,0.358057015
0.15,0.359462329
0.16,0.360507231
0.17,0.36127411
0.18,0.361821225
0.19,0.362190056
0.2,0.362415336
0.21,0.362522154
0.22,0.362534175
0.23,0.362467283
0.24,0.362332949
0.25,0.36172852
0.26,0.361593804
0.27,0.361433023
0.28,0.361852086
0.29,0.361694603
0.3,0.361314379
0.31,0.360875061
0.32,0.360382832
0.33,0.360922278
0.34,0.360693433
0.35,0.359663209
0.36,0.360230365
0.37,0.359999361
0.38,0.35976641
0.39,0.358683394
0.4,0.35928465
0.41,0.358785356
0.42,0.358267731
0.43,0.358576453
0.44,0.358341427
0.45,0.35810883
0.46,0.357879071
0.47,0.357652465
0.48,0.357429305
0.49,0.357209873
0.5,0.356993467
0.51,0.356781212
0.52,0.356573316
0.53,0.356371036
0.54,0.356173479
0.55,0.355980804
0.56,0.355153718
0.57,0.355293118
0.58,0.355437953
0.59,0.355272765
0.6,0.355113346
0.61,0.355275317
0.62,0.355192703
0.63,0.355589128
0.64,0.355753142
0.65,0.355923366
0.66,0.356100054
0.67,0.356282489
0.68,0.356471836
0.69,0.356668389
0.7,0.356761455
0.71,0.356737711
0.72,0.357031539
0.73,0.3570695
0.74,0.357180318
0.75,0.357293765
0.76,0.357409765
0.77,0.357528296
0.78,0.357649305
0.79,0.357772727
0.8,0.357898516
0.81,0.358326179
0.82,0.358756115
0.83,0.359188288
0.84,0.359622669
0.85,0.360059188
0.86,0.360497829
0.87,0.360938531
0.88,0.361381275
0.89,0.361826007
0.9,0.362272693
0.91,0.364968758
0.92,0.372412545
0.93,0.38544455
0.94,0.40050398
0.95,0.41556341
0.96,0.430622839
0.97,0.445682269
0.98,0.460741699
0.99,0.475801129
1,0.490860559
1.01,0.505919989
1.02,0.520979419
1.03,0.536038849
1.04,0.551098279
1.05,0.566157708
1.06,0.564345116
1.07,0.562546679
1.08,0.560763989
1.09,0.558997943
1.1,0.557150378
1.11,0.555280745
1.12,0.553452423
1.13,0.551658624
1.14,0.549896466
1.15,0.548164082
1.16,0.546220145
1.17,0.544295573
1.18,0.542398241
1.19,0.540280457
1.2,0.53754563
1.21,0.534843719
1.22,0.532174087
1.23,0.529536147
1.24,0.526929341
1.25,0.524353153
1.26,0.521807082
1.27,0.519290685
1.28,0.516803524
1.29,0.514345186
1.3,0.511915283
1.31,0.509513439
1.32,0.50713926
1.33,0.504792454
1.34,0.502472642
1.35,0.500179542
1.36,0.497912822
1.37,0.495672188
1.38,0.49345735
1.39,0.49126804
1.4,0.489103979
1.41,0.486964919
1.42,0.484850596
1.43,0.482760764
1.44,0.480695187
1.45,0.478653637
1.46,0.476635901
1.47,0.474641746
1.48,0.472670977
1.49,0.47072336
1.5,0.468634401
1.51,0.46640913
1.52,0.464200985
1.53,0.462009782
1.54,0.459835415
1.55,0.457677758
1.56,0.455536661
1.57,0.453411974
1.58,0.451303597
1.59,0.449211356
1.6,0.447135107
1.61,0.445074725
1.62,0.443030066
1.63,0.441000988
1.64,0.43898735
1.65,0.43698898
1.66,0.435005785
1.67,0.433037576
1.68,0.431084241
1.69,0.429145663
1.7,0.427221668
1.71,0.425312125
1.72,0.423416893
1.73,0.421535839
1.74,0.41966883
1.75,0.417815737
1.76,0.415976397
1.77,0.414150718
1.78,0.412338535
1.79,0.410539748
1.8,0.4087542
1.81,0.40698967
1.82,0.405235627
1.83,0.403493578
1.84,0.401763386
1.85,0.40004491
1.86,0.398338071
1.87,0.396642713
1.88,0.394958718
1.89,0.393285981
1.9,0.391624377
1.91,0.389973778
1.92,0.388334082
1.93,0.38670515
1.94,0.385086889
1.95,0.383479176
1.96,0.381881914
1.97,0.380294977
1.98,0.378718257
1.99,0.377151653
2,0.375595043
2.01,0.374220687
2.02,0.372850694
2.03,0.371490596
2.04,0.370140285
2.05,0.368799688
2.06,0.367468693
2.07,0.366147213
2.08,0.36483516
2.09,0.363532453
2.1,0.362238998
2.11,0.360954709
2.12,0.359679488
2.13,0.358413247
2.14,0.357155923
2.15,0.355907424
2.16,0.354667682
2.17,0.353436575
2.18,0.352214031
2.19,0.35099998
2.2,0.349794308
2.21,0.348599339
2.22,0.34741761
2.23,0.34624401
2.24,0.345078491
2.25,0.343920958
2.26,0.342771348
2.27,0.341629578
2.28,0.340495541
2.29,0.339369206
2.3,0.338250444
2.31,0.337139195
2.32,0.336035412
2.33,0.334938984
2.34,0.333849832
2.35,0.332767929
2.36,0.331693143
2.37,0.330625437
2.38,0.329564715
2.39,0.32851092
2.4,0.327463965
2.41,0.32642377
2.42,0.32539027
2.43,0.324363399
2.44,0.323343083
2.45,0.322329244
2.46,0.321321823
2.47,0.320320728
2.48,0.319325903
2.49,0.318337285
2.5,0.317354772
2.51,0.316378315
2.52,0.315407831
2.53,0.314443271
2.54,0.313484553
2.55,0.312531616
2.56,0.311584388
2.57,0.310642782
2.58,0.309706752
2.59,0.308776219
2.6,0.307851134
2.61,0.306931392
2.62,0.306016949
2.63,0.305107733
2.64,0.304203687
2.65,0.303304746
2.66,0.302410819
2.67,0.301521869
2.68,0.30063779
2.69,0.299758559
2.7,0.29888408
2.71,0.298014304
2.72,0.297149165
2.73,0.296288586
2.74,0.295432521
2.75,0.294580883
2.76,0.29373362
2.77,0.292890661
2.78,0.292051957
2.79,0.291217417
2.8,0.290387001
2.81,0.289560624
2.82,0.288738249
2.83,0.287919794
2.84,0.287105189
2.85,0.286294391
2.86,0.285487337
2.87,0.284683251
2.88,0.283881997
2.89,0.28308428
2.9,0.282290056
2.91,0.281499255
2.92,0.280711813
2.93,0.279927679
2.94,0.279146752
2.95,0.278369007
